Date,Open,High,Low,Close,Adj Close,Volume
2023-03-09,28.850000,28.870001,27.620001,28.240000,28.240000,150485
2023-03-10,27.790001,29.280001,26.980000,27.889999,27.889999,355782
2023-03-13,28.150000,28.500000,26.240000,27.000000,27.000000,390168
2023-03-14,27.180000,29.000000,27.020000,28.930000,28.930000,229169
2023-03-15,34.000000,35.750000,32.529999,34.500000,34.500000,3733545
2023-03-16,34.799999,35.700001,33.139999,35.570000,35.570000,1346610
2023-03-17,35.700001,38.000000,34.610001,35.810001,35.810001,952912
2023-03-20,35.520000,35.939999,33.160000,35.299999,35.299999,780121
2023-03-21,35.500000,37.000000,35.500000,36.000000,36.000000,450437
2023-03-22,37.330002,38.250000,36.230000,36.849998,36.849998,915207
2023-03-23,36.990002,37.720001,36.009998,36.810001,36.810001,298718
2023-03-24,36.849998,37.450001,34.560001,35.000000,35.000000,725694
2023-03-27,35.810001,36.990002,35.000000,35.139999,35.139999,604821
2023-03-28,35.200001,35.599998,34.009998,34.770000,34.770000,307664
2023-03-29,35.000000,35.439999,32.320000,33.900002,33.900002,511880
2023-03-30,34.060001,34.500000,33.400002,34.360001,34.360001,393071
2023-03-31,35.099998,38.900002,35.099998,38.099998,38.099998,1400344
2023-04-03,38.799999,38.799999,36.099998,36.360001,36.360001,495773
2023-04-04,36.000000,37.500000,36.000000,37.299999,37.299999,203429
2023-04-05,37.360001,37.900002,36.220001,36.919998,36.919998,178638
2023-04-11,37.180000,37.880001,34.820000,35.959999,35.959999,294462
2023-04-12,35.959999,36.840000,35.279999,36.480000,36.480000,164972
2023-04-13,37.200001,39.320000,37.200001,38.000000,38.000000,684308
2023-04-14,38.700001,39.200001,38.180000,38.720001,38.720001,567141
2023-04-17,39.240002,40.340000,38.119999,38.500000,38.500000,695613
2023-04-18,38.799999,40.580002,38.799999,39.240002,39.240002,755998
2023-04-19,39.380001,39.480000,38.000000,38.599998,38.599998,517613
2023-04-20,38.720001,39.080002,38.020000,38.740002,38.740002,118832
2023-04-21,38.660000,38.740002,37.560001,38.439999,38.439999,820948
2023-04-24,38.200001,39.779999,37.320000,39.459999,39.459999,394497
2023-04-25,39.360001,41.380001,39.320000,40.779999,40.779999,536008
2023-04-26,41.240002,42.599998,40.439999,42.360001,42.360001,549061
2023-04-27,42.000000,42.799999,41.020000,41.540001,41.540001,307506
2023-04-28,42.020000,43.480000,41.480000,42.380001,42.380001,498242
2023-05-02,43.000000,43.419998,41.740002,42.740002,42.740002,343477
2023-05-03,42.840000,43.240002,41.500000,42.060001,42.060001,545908
2023-05-04,42.360001,42.400002,41.360001,41.860001,41.860001,218847
2023-05-05,42.040001,43.779999,42.020000,42.500000,42.500000,499477
2023-05-08,42.639999,43.500000,41.919998,43.000000,43.000000,602661
2023-05-09,43.000000,43.000000,40.540001,41.540001,41.540001,535296
2023-05-10,41.980000,42.000000,37.840000,39.520000,39.520000,1804309
2023-05-11,39.619999,40.320000,37.580002,39.299999,39.299999,647760
2023-05-12,39.040001,39.580002,37.200001,37.419998,37.419998,463141
2023-05-15,36.980000,37.959999,36.099998,37.599998,37.599998,585910
2023-05-16,37.139999,37.599998,35.580002,35.919998,35.919998,347520
2023-05-19,36.000000,37.700001,35.619999,37.099998,37.099998,437305
2023-05-22,38.400002,39.380001,37.240002,38.320000,38.320000,311030
2023-05-23,38.360001,38.700001,37.119999,37.660000,37.660000,278018
2023-05-24,37.360001,37.919998,36.540001,36.759998,36.759998,241749
2023-05-25,37.080002,37.459999,36.119999,36.500000,36.500000,182611
2023-05-26,37.000000,37.000000,35.279999,36.299999,36.299999,387395
2023-05-30,36.220001,37.619999,36.099998,36.540001,36.540001,201109
2023-05-31,36.279999,37.000000,35.939999,36.840000,36.840000,218701
2023-06-01,36.860001,37.779999,36.500000,36.919998,36.919998,208659
2023-06-02,36.840000,37.860001,36.080002,36.240002,36.240002,242255
2023-06-05,36.560001,37.119999,35.599998,35.820000,35.820000,160523
2023-06-06,35.500000,36.680000,33.480000,35.279999,35.279999,290327
2023-06-07,34.520000,35.380001,32.419998,35.360001,35.360001,727939
2023-06-08,35.000000,35.540001,34.060001,35.240002,35.240002,179592
2023-06-09,35.000000,36.099998,34.480000,35.900002,35.900002,226584
2023-06-12,37.500000,39.740002,36.500000,36.820000,36.820000,1147811
2023-06-13,37.000000,37.299999,35.900002,36.000000,36.000000,262934
2023-06-14,35.799999,36.000000,34.220001,34.860001,34.860001,336719
2023-06-15,34.619999,35.459999,34.619999,35.419998,35.419998,217454
2023-06-16,35.439999,36.080002,34.619999,34.860001,34.860001,164325
2023-06-19,35.279999,35.939999,33.959999,35.919998,35.919998,255809
2023-06-20,36.200001,36.200001,34.500000,34.540001,34.540001,155047
2023-06-21,34.599998,34.759998,32.639999,32.860001,32.860001,938472
2023-06-22,32.299999,33.439999,31.700001,33.119999,33.119999,201183
2023-06-23,32.480000,32.779999,30.520000,32.500000,32.500000,610411
2023-06-26,32.119999,33.419998,32.000000,32.500000,32.500000,236482
2023-06-27,32.000000,33.099998,31.760000,32.360001,32.360001,112983
2023-06-28,32.000000,33.959999,32.000000,33.959999,33.959999,222552
2023-06-29,33.500000,35.680000,33.500000,35.139999,35.139999,390457
2023-06-30,35.580002,35.580002,33.740002,33.740002,33.740002,416219
